Begin,Description,End,FACILITY,IIO_Res_id,Modules,Tool,User_id,WBS
2023-01-09 09:00:00,coat,2023-01-09 10:00:00,PLINE300,720,"",TRPROAP,mingar54,32099/01821
2023-01-09 09:00:00,test,2023-01-09 10:00:00,PLINE300,23,"",SC1000,cloost23,31199/30079
2023-01-09 09:00:00,test,2023-01-09 10:00:00,PLINE300,74,"",TR1000,cloost23,31199/30079
2023-01-09 09:00:00,Tool defect partitioning,2023-01-09 10:00:00,PLINE300,640,"",SP3,thukka30,30990/32063
2023-01-09 07:30:00,DEVINPs,2023-01-09 10:30:00,PLINE300,2048,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,janard53,32299/01084
2023-01-09 09:30:00,new etch recipe test run,2023-01-09 10:30:00,PLINE300,2361,LP3;PM3,LAM_E5,taozheng,38199/01951
2023-01-09 10:00:00,Bake only,2023-01-09 10:30:00,PLINE300,2229,LP2;PM2,LAM_E5_2,huang72,31199/01617
2023-01-09 07:00:00,Cycle time measurements,2023-01-09 11:00:00,PLINE300,2147,LP1;PM1,EXTREME_2,gomezg80,39424/01225
2023-01-09 09:00:00,expinp,2023-01-09 11:00:00,PLINE300,256,"",NX3DM,nong52,36003/01224
2023-01-09 09:00:00,test,2023-01-09 11:00:00,PLINE300,46,"",SC3400,cloost23,31199/30079
2023-01-09 09:00:00,test,2023-01-09 11:00:00,PLINE300,60,"",TR3400,cloost23,31199/30079
2023-01-09 09:30:00,Binaries w/ O3,2023-01-09 11:00:00,PLINE300,645,"",2830ZT,pavel13,31499/01284
2023-01-09 09:30:00,Dev,2023-01-09 11:00:00,PLINE300,1608,"",H6300,thiam14,98600/00962
2023-01-09 09:30:00,recipe creation,2023-01-09 11:00:00,PLINE300,828,"",KLA2925,moet12,32102/01048
2023-01-09 10:00:00,Binaries w/ O3,2023-01-09 11:00:00,PLINE300,725,"",F5_SCD,pavel13,31499/01284
2023-01-09 10:00:00,Ma-N development,2023-01-09 11:00:00,PLINE300,215,"",NOVA200_2,leruth67,44999/01997
2023-01-09 10:00:00,exposure,2023-01-09 11:30:00,PLINE200,1800,"",AP300,mingar54,32099/01821
2023-01-09 11:00:00,spc,2023-01-09 11:30:00,PLINE300,337,"",JVX7300M,pena,98601/01847
2023-01-09 08:00:00,SEM;sem,2023-01-09 12:00:00,PLINE300,898,"",SEMVISION,cochet;beirnaer,32299/00013
2023-01-09 09:30:00,i,2023-01-09 12:00:00,PLINE200,1628,"",NOVA200,redants,98300/00854
2023-01-09 10:00:00,i,2023-01-09 12:00:00,PLINE300,232,"",HELIOS1200,iraci88,37092/02172
2023-01-09 10:00:00,queue,2023-01-09 12:00:00,PLINE300,501,"",SC2000,wongp,31199/00653
2023-01-09 10:00:00,SPC200MM,2023-01-09 12:00:00,PLINE200,1728,"",TEMP_BONDER,ameghn57,36671/01224
2023-01-09 11:00:00,Dev,2023-01-09 12:30:00,PLINE300,721,"",TRPROAP,mingar54,32099/01821
2023-01-09 11:00:00,full wafer etch,2023-01-09 12:30:00,PLINE300,2013,LP1;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-09 12:00:00,"ILD only, 200mm TF coupons",2023-01-09 12:30:00,PLINE200,1663,"",LASERDEBOND,ghosh40,98500/01852
2023-01-09 10:00:00,Aberr,2023-01-09 13:00:00,PLINE300,1208,"",H6300_2,vlookl,31199/01877
2023-01-09 11:00:00,Light Training,2023-01-09 13:00:00,PLINE300,784,"",KLA2925,johnsu91,31199/02273
2023-01-09 12:30:00,check files,2023-01-09 13:00:00,PLINE300,165,"",YS375,truffert,31199/01570
2023-01-09 11:30:00,DEVINPs,2023-01-09 13:30:00,PLINE200,1788,"",KLA2351,janard53,37004/01945
2023-01-09 08:00:00,200kV,2023-01-09 14:00:00,PLINE300,1122,"",TITAN,richardo,42199/00160
2023-01-09 11:00:00,Zeon,2023-01-09 14:00:00,PLINE300,1496,"",H6300,akihid10,31007/30121
2023-01-09 10:00:00,TOK bonding,2023-01-09 15:00:00,PLINE200,1813,"",BONDER_200,thomas82,44042/49500
2023-01-09 10:30:00,Inpria,2023-01-09 15:00:00,PLINE300,847,"",TR3300,wouter51;giorda12,31199/31247
2023-01-09 10:30:00,SICN process development,2023-01-09 15:00:00,PLINE300,2052,LP1;PM1,VERSALIS,channa40,31499/01838
2023-01-09 13:00:00,lam,2023-01-09 15:00:00,PLINE300,1257,"",H6300_2,haider15,31199/01617
2023-01-09 13:00:00,measure,2023-01-09 15:00:00,PLINE300,693,"",HITACHI9380,wang24,31199/01889
2023-01-09 13:30:00,X-section SEM,2023-01-09 15:00:00,PLINE300,202,"",NOVA200_2,stokhof,30990/02249
2023-01-09 14:00:00,i,2023-01-09 15:00:00,PLINE300,941,"",SEMVISION,maes72,43001/43193
2023-01-09 14:30:00,update monitor recipe,2023-01-09 15:00:00,PLINE300,2468,PM,EP5,schoof76,31199/00653
2023-01-09 09:00:00,IP measurements,2023-01-09 15:30:00,PLINE200,1699,"",EV11,jansse23,31499/00432
2023-01-09 13:00:00,inspectie,2023-01-09 15:30:00,PLINE200,1629,"",NOVA200,dusar,98300/00854
2023-01-09 14:00:00,Process development ZMO,2023-01-09 15:30:00,PLINE300,379,"",2830ZT,chauha79,30990/32063
2023-01-09 09:00:00,process the wafer,2023-01-09 16:00:00,PLINE200,1719,"",300MM_DICER,schoofs,31012/01506
2023-01-09 09:00:00,hybrid bonding CMP,2023-01-09 17:00:00,PLINE300,2024,LP1;LP2;H1;H2;H3;H4,REFLEXION_2,dewild34,31399/31519
2023-01-09 09:30:00,TiN SPC,2023-01-09 17:00:00,PLINE300,2172,LP2;PM2,XP4_2,liang13,30990/32063
2023-01-09 15:00:00,APC,2023-01-09 17:00:00,PLINE300,1244,"",H6300_2,das89,31199/02287
2023-01-09 15:00:00,DSA,2023-01-09 17:00:00,PLINE300,1528,"",H6300,vanbel53,31199/00650
2023-01-09 15:30:00,Coupons,2023-01-09 17:00:00,PLINE300,2005,LP1;PM1,LAM_E6,renaud15,31299/01861
2023-01-09 09:30:00,Sigma2 STI CLC recipe creation,2023-01-09 17:30:00,PLINE300,2100,LP1;LP2;PM_C;PM_D;NOVA;CL1B;CL2B;CL3B;CL4B,F_REX300X_2,sugawa19,31399/01183
2023-01-09 10:30:00,Tool maintenance,2023-01-09 17:30:00,PLINE300,1926,LP1;LP2;LP3;PM2;PM2;PM1,XP4_4,honnib65,30990/32063
2023-01-09 13:00:00,EBSD-meting Myriam Van De Peer,2023-01-09 17:30:00,PLINE200,1733,"",XL30_CF,jmesse,32099/01506
2023-01-09 14:00:00,200 mm tapeframe,2023-01-09 17:30:00,PLINE200,1659,"",LASERDEBOND,coulso66,44286/44542
2023-01-09 16:00:00,IMEC clean processing,2023-01-09 17:30:00,PLINE300,2168,LP1;WM4,DNS_2,chang92,30990/32063
2023-01-09 09:00:00,AE212330/1,2023-01-09 18:00:00,PLINE300,2034,LP1;LP2;CH2_MC;CH3;CHE,ENDURA_5,devul,31499/02251
2023-01-09 09:00:00,queue check;APC,2023-01-09 18:00:00,PLINE300,2263,SN,EP5,schoof76;schelc12,31199/01057
2023-01-09 09:00:00,ZETA KLA SAT measurements,2023-01-09 18:00:00,PLINE300,357,"",ZETA,tuncaa41,36003/02120
2023-01-09 16:00:00,cross section,2023-01-09 18:00:00,PLINE300,1149,"",HELIOS460,carola29,42199/00160
2023-01-09 16:00:00,mea,2023-01-09 18:00:00,PLINE300,1328,"",SC3400,xiang38,31199/02273
2023-01-09 16:00:00,mea,2023-01-09 18:00:00,PLINE300,1432,"",TR3400,xiang38,31199/02273
2023-01-09 16:00:00,Processing lot,2023-01-09 18:00:00,PLINE200,1834,"",CS4800,perrem78,31199/01513
2023-01-09 16:00:00,TEL,2023-01-09 18:00:00,PLINE300,799,"",KLA2925,nafus,31199/31021
2023-01-09 17:00:00,Characterisation,2023-01-09 18:00:00,PLINE200,1632,"",NOVA200,pahlav81,97406/01185
2023-01-09 17:00:00,test,2023-01-09 18:00:00,PLINE300,131,"",TR3300,furuka28,31199/01514
2023-01-09 15:30:00,etch process,2023-01-09 18:30:00,PLINE300,1943,LP1;LP2;PM6,TEL_TACTRAS3,dauend87,98601/00962
2023-01-09 17:30:00,Use,2023-01-09 18:30:00,PLINE300,675,"",H5000_2,debruy71,98601/01062
2023-01-09 18:00:00,Measurement,2023-01-09 18:30:00,PLINE300,636,"",SP3,sebai,32399/30027
2023-01-09 17:00:00,proc dev,2023-01-09 19:00:00,PLINE300,1228,"",H6300_2,ramane56,31199/02273
2023-01-09 17:00:00,Wafer processing,2023-01-09 19:00:00,PLINE300,2310,PM6;LP3,TEL_TACTRAS2,feurpr61,31199/02273
2023-01-09 18:30:00,test,2023-01-09 19:00:00,PLINE300,118,"",H5000_2,furuka28,31199/01514
2023-01-09 18:30:00,Wafer processing,2023-01-09 19:30:00,PLINE300,2308,PM6;LP3,TEL_TACTRAS3,feurpr61,31199/02273
2023-01-09 18:00:00,test,2023-01-09 20:00:00,PLINE300,141,"",SC3400,furuka28,31199/01514
2023-01-09 18:00:00,test,2023-01-09 20:00:00,PLINE300,148,"",TR3400,furuka28,31199/01514
2023-01-09 18:30:00,i,2023-01-09 20:00:00,PLINE300,942,"",SEMVISION,engelen,43001/43193
2023-01-09 17:00:00,TROM development,2023-01-09 21:00:00,PLINE300,2079,LP1;CHA;CHB,PRODUCER_2,vgompel,98300/14175
2023-01-09 18:00:00,200,2023-01-09 21:00:00,PLINE300,1123,"",TITAN,carola29,42199/00160
2023-01-09 20:00:00,test,2023-01-09 21:00:00,PLINE300,121,"",SC3400,furuka28,31199/31247
2023-01-09 20:00:00,test,2023-01-09 21:00:00,PLINE300,125,"",TR3400,furuka28,31199/31247
2023-01-09 17:00:00,pilot,2023-01-10 07:00:00,PLINE300,1583,"",H6300,wei62,31199/00653
2023-01-10 06:00:00,i,2023-01-10 08:00:00,PLINE300,197,"",SU8000,redants,37037/02213
2023-01-10 07:00:00,expose,2023-01-10 08:00:00,PLINE300,399,"",SC2000,vdbroecn,31199/31811
2023-01-10 07:00:00,DFR,2023-01-10 08:30:00,PLINE200,1778,"",AP300,eswara57,37037/01949
2023-01-09 17:00:00,Tb PtMn,2023-01-10 09:00:00,PLINE200,1694,"",EV11,chen66,31499/02180
2023-01-09 21:00:00,MAZO Binaries w/ O3,2023-01-10 09:00:00,PLINE300,2084,LP1;PM1,XP4_4,pavel13,31499/01284
2023-01-10 07:00:00,Use,2023-01-10 09:00:00,PLINE300,1505,"",H6300,zidan45,31199/01988
2023-01-10 08:00:00,DFR,2023-01-10 09:00:00,PLINE200,1751,"",ACT12_MTM,eswara57,37037/01949
2023-01-10 08:00:00,Glass wfr,2023-01-10 09:00:00,PLINE300,1972,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,cochet,32299/00013
2023-01-10 08:00:00,Use,2023-01-10 09:00:00,PLINE300,1255,"",H6300_2,debruy71,38199/37862
2023-01-09 10:00:00,Use,2023-01-10 10:00:00,PLINE300,584,"",ARCHER700,gronhe29,31199/01920
2023-01-10 08:30:00,Inspection D04,2023-01-10 10:00:00,PLINE300,292,"",SU8000,stiersj,38199/01490
2023-01-10 09:00:00,making samples,2023-01-10 10:00:00,PLINE300,1384,"",TR3400,genjim61,98601/00962
2023-01-10 09:00:00,Pline use,2023-01-10 10:00:00,PLINE300,308,"",SP3,verhoevj,36003/36503
2023-01-10 09:00:00,MAZO Binaries w/ O3,2023-01-10 10:30:00,PLINE300,646,"",2830ZT,pavel13,31499/01284
2023-01-10 10:00:00,xrd test,2023-01-10 10:30:00,PLINE300,338,"",JVX7300M,pena,98601/01847
2023-01-10 08:00:00,P224453,2023-01-10 11:00:00,PLINE200,2239,LP2;PM3,DOM_FEOL,vancauw,98300/01535
2023-01-10 09:00:00,Development Ni at 420oC,2023-01-10 11:00:00,PLINE300,2124,LP1;CH1_MC;CHE,ENDURA_5,soulie26,31399/00640
2023-01-10 09:00:00,for Intel,2023-01-10 11:00:00,PLINE300,1577,"",H6300,guzman11,31199/00849
2023-01-10 09:00:00,recipe,2023-01-10 11:00:00,PLINE300,819,"",KLA2925,schollw,31199/01513
2023-01-10 09:30:00,test,2023-01-10 11:00:00,PLINE200,1807,"",NOVA200,vranckee,98300/01618
2023-01-10 10:00:00,MAZO Binaries w/ O3,2023-01-10 11:00:00,PLINE300,726,"",F5_SCD,pavel13,31499/01284
2023-01-10 10:00:00,STO,2023-01-10 11:00:00,PLINE300,615,"",FTIR_2,barysh74,98300/02072
2023-01-10 08:00:00,P224453,2023-01-10 11:30:00,PLINE200,2247,LLL;PM3;PM4,LAM_POLY,vancauw,98300/01535
2023-01-10 09:30:00,AG test,2023-01-10 11:30:00,PLINE300,1906,LP1;PM3,EXCEL_1,martel37,37013/01883
2023-01-10 11:00:00,H2 plasma clean,2023-01-10 11:30:00,PLINE300,2137,LP1;PM2,LAM_E5_2,goossen,31299/31900
2023-01-10 11:00:00,MHM,2023-01-10 11:30:00,PLINE300,2192,LP2;PM1,LAM_E5_2,kampit73,31199/01680
2023-01-10 07:00:00,tem prep,2023-01-10 12:00:00,PLINE300,1098,"",HELIOS_G5,han27,42199/00160
2023-01-10 08:00:00,sem,2023-01-10 12:00:00,PLINE300,899,"",SEMVISION,beirnaer,32299/00013
2023-01-10 09:00:00,SN session,2023-01-10 12:00:00,PLINE300,2264,SN,EP5,hsia24,31199/01057
2023-01-10 09:30:00,Az process,2023-01-10 12:00:00,PLINE200,1616,"",ACT12_MTM,eswara57,36056/36503
2023-01-10 09:30:00,script recipes,2023-01-10 12:00:00,PLINE300,2208,LP2;PM1,XP4_2,popovici,38199/00561
2023-01-10 09:30:00,Training,2023-01-10 12:00:00,PLINE200,1855,"",FUSIONBONDER,han41,36671/01224
2023-01-10 10:00:00,Az repl,2023-01-10 12:00:00,PLINE200,1652,"",AP300,eswara57,36056/36503
2023-01-10 10:00:00,coupon etching,2023-01-10 12:00:00,PLINE300,2014,LP1;PM6,TEL_TACTRAS3,paolil45,31199/01988
2023-01-10 10:00:00,i,2023-01-10 12:00:00,PLINE300,233,"",HELIOS1200,vrancken,37092/02172
2023-01-10 10:00:00,Measurement,2023-01-10 12:00:00,PLINE200,1735,"",WYCO,salaho63,43699/01505
2023-01-10 10:00:00,NIL proces Mich,2023-01-10 12:00:00,PLINE300,2130,LP1;PM4;PM5,LAM_E6,goossen,31299/31900
2023-01-10 10:00:00,WP3,2023-01-10 12:00:00,PLINE300,2452,PM,EDR7100,vdheuvel,31199/01886
2023-01-10 11:00:00,WP5,2023-01-10 12:00:00,PLINE300,2471,PM,EP5,schoof76,31199/01057
2023-01-10 09:00:00,mea,2023-01-10 13:00:00,PLINE300,1229,"",H6300_2,xiang38,31199/02273
2023-01-10 11:00:00,PWEC3,2023-01-10 13:00:00,PLINE300,795,"",KLA2925,sah32,31199/01920
2023-01-10 12:00:00,Measurement,2023-01-10 13:00:00,PLINE300,637,"",SP3,sebai,32399/30027
2023-01-10 12:00:00,process,2023-01-10 13:00:00,PLINE300,595,"",SCD100,negreira,31199/02273
2023-01-10 12:00:00,Recreating recorder crash,2023-01-10 13:00:00,PLINE300,2297,SN,EP5,schoof76,31199/00653
2023-01-10 12:00:00,test,2023-01-10 13:00:00,PLINE300,171,"",F5_SCD,truffert,31199/01570
2023-01-10 09:30:00,lot;200SPC LF2,2023-01-10 13:30:00,PLINE200,1729,"",TEMP_BONDER,han41;ameghn57,36671/01224
2023-01-10 12:00:00,CRAS,2023-01-10 13:30:00,PLINE300,2003,LP1;PM6;PM3,LAM_E6,locoroto,98850/02081
2023-01-10 12:30:00,Training Thea en Tom,2023-01-10 13:30:00,PLINE300,195,"",MC10,beirnaer,32299/00013
2023-01-10 10:00:00,SICN dep for bonding tests,2023-01-10 14:00:00,PLINE300,2108,LP1;PM2,EXCEL_2,channa40,37093/02178
2023-01-10 11:00:00,Zeon,2023-01-10 14:00:00,PLINE300,1497,"",H6300,yeh39,31007/30121
2023-01-10 12:00:00,Meas,2023-01-10 14:00:00,PLINE300,535,"",H5000_2,kato15,31199/30117
2023-01-10 12:00:00,Private use,2023-01-10 14:00:00,PLINE300,880,"",TR3300,oguma46,31199/30092
2023-01-10 13:00:00,RFPD (pr23.0006) Aluminium CMP,2023-01-10 14:30:00,PLINE200,2251,LP4;PLATEN1;PLATEN2;PLATEN3,MIRRA_3,kyaw73,37037/02269
2023-01-10 09:00:00,Bottle change Si2H6,2023-01-10 15:00:00,PLINE300,1980,LP1;CHB,CENTURA_EPI,dubois41,39421/36503
2023-01-10 09:00:00,Bottle change Si2H6,2023-01-10 15:00:00,PLINE300,1982,LP1;PM4;PM3,INTREPID,roekens,39421/36503
2023-01-10 09:00:00,Bottle change Si2H6,2023-01-10 15:00:00,PLINE300,1986,LP1;PM4;PM2;PM3,INTREPID_2,roekens,39421/36503
2023-01-10 09:00:00,Bottle swap 10%H2S/He (E27B),2023-01-10 15:00:00,PLINE300,1981,LP1;EPI,CENTURA_IIIV,roekens,39421/36503
2023-01-10 13:00:00,APC,2023-01-10 15:00:00,PLINE300,1245,"",H6300_2,das89,31199/02287
2023-01-10 13:00:00,Light Training,2023-01-10 15:00:00,PLINE300,785,"",KLA2925,peters25,31199/02273
2023-01-10 13:00:00,SN - VC pixelcount,2023-01-10 15:00:00,PLINE300,2265,SN,EP5,hsia24,31199/01057
2023-01-10 13:00:00,tem prep,2023-01-10 15:00:00,PLINE300,1099,"",HELIOS_G5,han27,42199/00160
2023-01-10 13:30:00,ATR-FTIR with liquid cell,2023-01-10 15:00:00,PLINE300,768,"",FTIR_2,wu78,32005/00330
2023-01-10 14:00:00,sem,2023-01-10 15:00:00,PLINE300,900,"",SEMVISION,dvriendt,32299/00013
2023-01-10 14:00:00,Si wafers,2023-01-10 15:00:00,PLINE300,390,"",SCD100,netsou48,30990/32063
2023-01-10 13:30:00,X-section SEM,2023-01-10 15:30:00,PLINE200,1620,"",NOVA200,stokhof,30990/02249
2023-01-10 14:00:00,s,2023-01-10 15:30:00,PLINE300,1609,"",H6300,gupta76,31199/01876
2023-01-10 14:00:00,sem nil,2023-01-10 15:30:00,PLINE300,283,"",NOVA200_2,willegem,97401/01743
2023-01-10 15:00:00,cross section,2023-01-10 15:30:00,PLINE200,1824,"",XL30_CF,wodarz95,97406/01185
2023-01-10 08:00:00,process the wafer,2023-01-10 16:00:00,PLINE200,1720,"",300MM_DICER,schoofs,31012/01506
2023-01-10 10:00:00,SiGe SPC Development,2023-01-10 16:00:00,PLINE300,2185,LP2;PM5;PM6;PM2,TEL_LEAGA,muraki29,32005/01675
2023-01-10 14:00:00,Measurement,2023-01-10 16:00:00,PLINE300,1485,"",H6300,dauend87,98601/00962
2023-01-10 14:00:00,MHM,2023-01-10 16:00:00,PLINE300,546,"",SU8000,kampit73,31199/01680
2023-01-10 15:00:00,DSA,2023-01-10 16:00:00,PLINE300,1966,LP1;SM1,DNS_4,vanbel53,31199/00650
2023-01-10 15:00:00,madiran,2023-01-10 16:00:00,PLINE300,2472,PM,EP5,schoof76,31199/01057
2023-01-10 15:00:00,Pline use,2023-01-10 16:00:00,PLINE300,309,"",SP3,verhoevj,36003/36503
2023-01-10 15:00:00,SCROD cleaning,2023-01-10 16:30:00,PLINE300,2303,ATM;SM1;SM2;SM3,SEZ304_2,homkar65,30990/02250
2023-01-10 10:00:00,Ms IP measurements,2023-01-10 17:00:00,PLINE200,1700,"",EV11,jansse23,31499/00432
2023-01-10 14:30:00,20p50 MOKE,2023-01-10 17:00:00,PLINE300,705,"",POLARKERR_2,talmel16,38199/01593
2023-01-10 15:00:00,dummy SN recipe,2023-01-10 17:00:00,PLINE300,2274,SN,EP5,canga29,31199/01391
2023-01-10 09:30:00,Sigma2 STI CLC recipe creation,2023-01-10 17:30:00,PLINE300,2101,LP1;LP2;PM_C;PM_D;NOVA;CL1B;CL2B;CL3B;CL4B,F_REX300X_2,sugawa19,31399/01183
2023-01-10 12:00:00,Measurement D18,2023-01-10 17:30:00,PLINE200,1831,"",WYCO,zunic13,98300/01618
2023-01-10 13:30:00,TOK bonding,2023-01-10 17:30:00,PLINE200,1814,"",BONDER_200,thomas82,44042/49500
2023-01-10 16:00:00,inspection,2023-01-10 17:30:00,PLINE300,198,"",SU8000,dusar,37037/02213
2023-01-10 16:00:00,setup recipe,2023-01-10 17:30:00,PLINE300,679,"",ARCHER700,baudem,38199/01836
2023-01-10 10:00:00,KLA ZETA SAT measurements,2023-01-10 18:00:00,PLINE300,358,"",ZETA,tuncaa41,36003/02120
2023-01-10 11:00:00,test,2023-01-10 18:00:00,PLINE300,166,"",YS375,truffert,31199/01570
2023-01-10 14:30:00,ASM deposition,2023-01-10 18:00:00,PLINE300,2173,LP2,XP4_2,chang92,30990/32063
2023-01-10 15:30:00,Wafer processing,2023-01-10 18:00:00,PLINE300,2311,PM6;LP3,TEL_TACTRAS2,feurpr61,31199/02273
2023-01-10 16:00:00,APC,2023-01-10 18:00:00,PLINE300,2485,PM,EP5,hasan30,31199/01876
2023-01-10 16:00:00,DSA,2023-01-10 18:00:00,PLINE300,2278,ACAT,TR2000,vanbel53,31199/00650
2023-01-10 16:30:00,Waimea project development,2023-01-10 18:00:00,PLINE300,2300,CHB;CHC;CHA;LP3,ANELVA_3,li17,38199/14775
2023-01-10 15:00:00,PWEC3,2023-01-10 18:30:00,PLINE300,796,"",KLA2925,sah32,31199/01920
2023-01-10 15:30:00,dev;Ag Nanomesh,2023-01-10 18:30:00,PLINE200,1633,"",NOVA200,hendri21;planke49,97406/01185
2023-01-10 17:00:00,sem,2023-01-10 18:30:00,PLINE300,901,"",SEMVISION,dvriendt,32299/00013
2023-01-10 10:00:00,TEM;cross section,2023-01-10 19:00:00,PLINE300,1124,"",TITAN,impagn97;carola29,42199/00160
2023-01-10 14:30:00,Wafer processing,2023-01-10 19:00:00,PLINE300,1941,LP1;LP2;PM6,TEL_TACTRAS3,feurpr61,31199/02273
2023-01-10 15:00:00,OPC,2023-01-10 19:00:00,PLINE300,1190,"",H6300_2,tan25,31199/00653
2023-01-10 16:00:00,CD measurement,2023-01-10 19:00:00,PLINE300,1506,"",H6300,takaha90,31199/01988
2023-01-10 16:00:00,DSA,2023-01-10 19:00:00,PLINE300,2389,BOTL,TRDUOS,vanbel53,31199/00650
2023-01-10 16:00:00,Meas,2023-01-10 19:00:00,PLINE300,536,"",H5000_2,kato15,31199/30117
2023-01-10 18:00:00,process,2023-01-10 19:00:00,PLINE300,596,"",SCD100,negreira,31199/02273
2023-01-10 15:00:00,exp;making samples;making,2023-01-10 19:30:00,PLINE300,1274,"",SC3400,xiang38;genjim61,98601/00962
2023-01-10 15:00:00,exp;making samples;making,2023-01-10 19:30:00,PLINE300,1385,"",TR3400,xiang38;genjim61,98601/00962
2023-01-10 08:00:00,SUSS on-site,2023-01-10 20:00:00,PLINE300,752,"",HYBRID_BONDER,kennes63,36671/01900
2023-01-10 18:00:00,Inpria,2023-01-10 20:00:00,PLINE300,984,"",HITACHI5000,deschepp,31199/31247
2023-01-10 18:30:00,i,2023-01-10 20:00:00,PLINE300,943,"",SEMVISION,engelen,43001/43193
2023-01-10 19:30:00,exposure,2023-01-10 20:30:00,PLINE300,1297,"",SC3400,kato15,31199/30117
2023-01-10 19:30:00,exposure,2023-01-10 20:30:00,PLINE300,1408,"",TR3400,kato15,31199/30117
2023-01-10 17:30:00,APC,2023-01-10 21:00:00,PLINE300,2266,SN,EP5,schelc12,31199/01057
2023-01-10 11:00:00,IGZO spinel development,2023-01-10 22:00:00,PLINE300,1991,LP1;CH4_MC;CHE,ENDURA_5,dekkers,31499/01284
2023-01-10 19:00:00,TMMF S2020 processing,2023-01-10 22:00:00,PLINE200,1842,"",LAMINATOR_2,hulsd,37037/01949
2023-01-10 19:00:00,Dev,2023-01-11 00:00:00,PLINE300,1486,"",H6300,thiam14,98601/00962
2023-01-10 21:00:00,Use,2023-01-11 00:00:00,PLINE300,1213,"",H6300_2,zidan45,31199/01988
2023-01-10 23:00:00,source calibration by ASML,2023-01-11 00:00:00,PLINE300,1341,"",SC3400,versluij,31199/00653
2023-01-10 23:30:00,test,2023-01-11 01:00:00,PLINE300,99,"",TR3300,vleerb85,31199/30079
2023-01-11 01:00:00,test,2023-01-11 02:00:00,PLINE300,47,"",SC3400,vleerb85,31199/30079
2023-01-11 01:00:00,test,2023-01-11 02:00:00,PLINE300,61,"",TR3400,vleerb85,31199/30079
2023-01-11 01:00:00,hold,2023-01-11 04:00:00,PLINE300,1005,"",HITACHI5000,alaertsw,31199/00653
2023-01-10 22:00:00,TEM spec prep,2023-01-11 06:00:00,PLINE300,1100,"",HELIOS_G5,nalinm87,42199/00160
2023-01-10 17:00:00,Tb PtMn,2023-01-11 09:00:00,PLINE200,1695,"",EV11,chen66,31499/02180
2023-01-10 21:30:00,MAZO Binaries w/ O3,2023-01-11 09:00:00,PLINE300,2085,LP1;PM1,XP4_4,pavel13,31499/01284
2023-01-11 00:00:00,Use,2023-01-11 09:00:00,PLINE300,1507,"",H6300,zidan45,31199/01988
2023-01-11 06:00:00,pline werk,2023-01-11 09:00:00,PLINE300,737,"",SU8000,caluwaer,31699/00055
2023-01-11 08:00:00,ffem,2023-01-11 09:00:00,PLINE300,2480,PM,EDR7100,vanderey,31199/31191
2023-01-11 08:00:00,Mohands work,2023-01-11 09:00:00,PLINE300,1035,"",HITACHI5000,haider15,31199/01918
2023-01-11 08:30:00,test,2023-01-11 09:00:00,PLINE300,1,"",SCD100,cloost23,31199/30079
2023-01-11 08:00:00,i,2023-01-11 10:00:00,PLINE300,234,"",HELIOS1200,stiersj,37092/02172
2023-01-11 08:00:00,test,2023-01-11 10:00:00,PLINE300,24,"",SC1000,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:00:00,PLINE300,75,"",TR1000,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:00:00,PLINE300,100,"",TR3300,cloost23,31199/30079
2023-01-11 08:00:00,Training,2023-01-11 10:00:00,PLINE300,274,"",NOVA200_2,mander15,39320/36502
2023-01-11 09:00:00,Pline use,2023-01-11 10:00:00,PLINE300,310,"",SP3,verhoevj,36003/36503
2023-01-11 09:00:00,SAELE,2023-01-11 10:00:00,PLINE300,1067,"",HITACHI5000,blanco74,31199/01889
2023-01-11 09:30:00,ATR-FTIR with liquid cell,2023-01-11 10:00:00,PLINE300,769,"",FTIR_2,wu78,32005/00330
2023-01-11 09:30:00,imec clean 2wfrs,2023-01-11 10:00:00,PLINE300,2346,LP4;MPC2,DNS_6,peissk91,31499/00379
2023-01-11 09:30:00,test,2023-01-11 10:00:00,PLINE300,48,"",SC3400,cloost23,31199/30079
2023-01-11 09:30:00,test,2023-01-11 10:00:00,PLINE300,62,"",TR3400,cloost23,31199/30079
2023-01-11 08:00:00,test,2023-01-11 10:30:00,PLINE300,1973,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,cochet,32299/00013
2023-01-11 09:00:00,DEVINO LOT DOWNSIZING,2023-01-11 10:30:00,PLINE200,1722,"",300MM_DICER,ameghn57,36671/01224
2023-01-11 10:00:00,Monitor,2023-01-11 10:30:00,PLINE300,2469,PM,EP5,schoof76,31199/00653
2023-01-11 08:00:00,recipe creation,2023-01-11 11:00:00,PLINE300,1196,"",H6300_2,vdbroecn,31199/31811
2023-01-11 08:30:00,EDX,2023-01-11 11:00:00,PLINE200,1644,"",NOVA200,verbeeck,43001/01668
2023-01-11 08:30:00,T1107 coating,2023-01-11 11:00:00,PLINE200,1809,"",TEMP_BONDER,jedidi64,31012/01084
2023-01-11 09:00:00,DSA,2023-01-11 11:00:00,PLINE300,1529,"",H6300,verstr99,31199/00650
