Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS
2023-01-10 16:00:00,,DSA,2023-01-10 18:00:00,,"",PLINE300,2,vanbel53,ACAT,TR2000,31199/00650
2023-01-10 16:00:00,,DSA,2023-01-10 19:00:00,,"",PLINE300,3,vanbel53,BOTL,TRDUOS,31199/00650
2023-01-10 16:00:00,,Inspection,2023-01-10 17:30:00,,"",PLINE300,1.5,dusar,"",SU8000,37037/02213
2023-01-10 16:00:00,,meas,2023-01-10 19:00:00,,"",PLINE300,3,kato15,"",H5000_2,31199/30117
2023-01-10 16:00:00,,setup recipe,2023-01-10 17:30:00,,"",PLINE300,1.5,baudem,"",ARCHER700,38199/01836
2023-01-10 16:30:00,0,Waimea project development,2023-01-10 19:06:17,2.2925,li17,PLINE300,1.5,li17,CHB;CHC;CHA;LP3,ANELVA_3,38199/14775
2023-01-10 17:00:00,,sem,2023-01-10 18:30:00,,"",PLINE300,1.5,dvriendt,"",SEMVISION,32299/00013
2023-01-10 17:00:00,2,Tb PtMn,2023-01-11 09:14:12,15.706944444444444,talmel16,PLINE200,16,chen66,"",EV11,31499/02180
2023-01-10 17:29:03,,"",2023-01-10 21:40:11,4.185555555555555,koryto87,PLINE300,,"","",EXSOLVE,42199/00160
2023-01-10 17:30:00,,APC,2023-01-10 21:00:00,,"",PLINE300,3.5,schelc12,SN,EP5,31199/01057
2023-01-10 17:30:00,,Use,2023-01-11 12:00:00,,"",PLINE300,18.5,gronhe29,"",ARCHER700,31199/01920
2023-01-10 18:00:00,,INPRIA,2023-01-10 20:00:00,,"",PLINE300,2,deschepp,"",HITACHI5000,31199/31247
2023-01-10 18:00:00,,process,2023-01-10 19:00:00,,"",PLINE300,1,negreira,"",SCD100,31199/02273
2023-01-10 18:00:22,,"",2023-01-10 21:16:20,3.266111111111111,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-10 18:23:35,5,i,2023-01-10 20:00:00,0.5841666666666666,engelen,PLINE300,1.5,engelen,"",SEMVISION,43001/43193
2023-01-10 19:00:00,,dev,2023-01-11 00:00:00,,"",PLINE300,5,thiam14,"",H6300,98601/00962
2023-01-10 19:00:00,,TMMF S2020 processing,2023-01-10 22:00:00,,"",PLINE200,3,hulsd,"",LAMINATOR_2,37037/01949
2023-01-10 19:18:58,,"",2023-01-10 21:52:54,2.5655555555555556,michal78,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-10 19:30:00,,exposure,2023-01-10 20:30:00,,"",PLINE300,1,kato15,"",SC3400,31199/30117
2023-01-10 19:30:00,,exposure,2023-01-10 20:30:00,,"",PLINE300,1,kato15,"",TR3400,31199/30117
2023-01-10 20:13:29,,"",2023-01-10 21:55:39,1.7027777777777777,konecn85,PLINE300,,"","",VERIOS,44999/02231
2023-01-10 21:00:00,,Use,2023-01-11 00:00:00,,"",PLINE300,3,zidan45,"",H6300_2,31199/01988
2023-01-10 21:30:00,,Mazo Binaries w/ O3,2023-01-11 09:00:00,,"",PLINE300,11.5,pavel13,LP1;PM1,XP4_4,31499/01284
2023-01-10 22:00:00,,TEM spec prep,2023-01-11 06:00:00,,"",PLINE300,8,nalinm87,"",HELIOS_G5,42199/00160
2023-01-10 22:00:27,,"",2023-01-10 22:31:17,0.5138888888888888,decler36,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-10 22:25:20,,"",2023-01-11 02:41:40,4.272222222222222,claeseng,PLINE300,,"","",VERIOS,31299/01861
2023-01-10 23:00:00,,source calibration by ASML,2023-01-11 00:00:00,,"",PLINE300,1,versluij,"",SC3400,31199/00653
2023-01-10 23:30:00,,test,2023-01-11 01:00:00,,"",PLINE300,1.5,vleerb85,"",TR3300,31199/30079
2023-01-11 00:00:00,,Use,2023-01-11 09:00:00,,"",PLINE300,9,zidan45,"",H6300,31199/01988
2023-01-11 01:00:00,,hold,2023-01-11 04:00:00,,"",PLINE300,3,alaertsw,"",HITACHI5000,31199/00653
2023-01-11 01:00:00,,test,2023-01-11 02:00:00,,"",PLINE300,1,vleerb85,"",SC3400,31199/30079
2023-01-11 01:00:00,,test,2023-01-11 02:00:00,,"",PLINE300,1,vleerb85,"",TR3400,31199/30079
2023-01-11 02:17:23,,"",2023-01-11 05:46:09,3.4794444444444443,dutrow20,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-11 02:22:10,,"",2023-01-11 02:42:24,0.3372222222222222,dutrow20,PLINE300,,"","",SEMVISION,39320/36502
2023-01-11 06:00:00,0,lots on expinp,2023-01-11 14:00:00,6.385277777777778,raymaek,PLINE300,8,raymaek,LP1;H1;PM2;PM3;PM1,REFLEXION_2,31399/00039
2023-01-11 06:00:00,0,pline werk,2023-01-11 09:00:00,2.3961111111111113,caluwaer,PLINE300,3,caluwaer,"",SU8000,31699/00055
2023-01-11 06:24:29,,"",2023-01-11 06:24:30,0.0002777777777777778,peeter11,PLINE300,,"","",HELIOS1200_2,36003/36502
2023-01-11 06:24:37,,"",2023-01-11 07:58:21,1.5622222222222222,rutkow29,PLINE300,,"","",HELIOS1200,39320/36502
2023-01-11 06:29:30,,"",2023-01-11 08:50:47,2.354722222222222,sainch77,PLINE300,,"","",VERIOS,39320/36502
2023-01-11 06:30:00,,TEM prep,2023-01-11 14:00:00,,"",PLINE300,7.5,han27,"",HELIOS_G5,42199/00160
2023-01-11 07:00:00,0,BID13 - 4 samples;Meting;/,2023-01-12 06:50:35,21.528055555555557,veenae54,PLINE300,22,veenae54;vandeney,"",EBEAM300,31199/00653
2023-01-11 07:59:12,1,test,2023-01-11 10:00:00,1.7325,cloost23,PLINE300,2,cloost23,"",TR3300,31199/30079
2023-01-11 08:00:00,,ffem,2023-01-11 09:00:00,,"",PLINE300,1,vanderey,PM,EDR7100,31199/31191
2023-01-11 08:00:00,,Mohands work,2023-01-11 09:00:00,,"",PLINE300,1,haider15,"",HITACHI5000,31199/01918
2023-01-11 08:00:00,,recipe creation,2023-01-11 11:00:00,,"",PLINE300,3,vdbroecn,"",H6300_2,31199/31811
2023-01-11 08:00:00,,SUSS on-site,2023-01-11 20:00:00,,"",PLINE300,12,kennes63,"",HYBRID_BONDER,36671/01900
2023-01-11 08:00:00,,test,2023-01-11 10:30:00,,"",PLINE300,2.5,cochet,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,32299/00013
2023-01-11 08:00:00,,TOK bonding,2023-01-11 12:00:00,,"",PLINE200,4,thomas82,"",BONDER_200,44042/49500
2023-01-11 08:00:00,1,training,2023-01-11 10:00:00,0.9508333333333333,eswara57,PLINE300,2,mander15,"",NOVA200_2,39320/36502
2023-01-11 08:00:00,3,test,2023-01-11 10:11:42,2.186111111111111,dekeys25,PLINE300,2,cloost23,"",SC1000,31199/30079
2023-01-11 08:00:00,3,test,2023-01-11 10:12:00,2.1780555555555554,dekeys25,PLINE300,2,cloost23,"",TR1000,31199/30079
2023-01-11 08:00:00,8,i,2023-01-11 13:50:47,5.525555555555556,stiersj;peeter11,PLINE300,2,stiersj,"",HELIOS1200,37092/02172
2023-01-11 08:30:00,,p,2023-01-11 12:30:00,,"",PLINE300,4,goovae19,LP1;LP2;LP3;PM1,EXTREME_2,31199/01918
2023-01-11 08:30:00,,test,2023-01-11 09:00:00,,"",PLINE300,0.5,cloost23,"",SCD100,31199/30079
2023-01-11 08:30:00,0,EDX,2023-01-11 11:00:00,1.6366666666666667,verbeeck,PLINE200,2.5,verbeeck,"",NOVA200,43001/01668
2023-01-11 08:30:00,0,T1107 coating,2023-01-11 11:00:00,0.2733333333333333,jedidi64,PLINE200,2.5,jedidi64,"",TEMP_BONDER,31012/01084
2023-01-11 09:00:00,,AMMLDF22_1 D02-D07,2023-01-11 13:00:00,,"",PLINE300,4,beggia74,"",PROVISION2E,31199/00653
2023-01-11 09:00:00,,DEVINO LOT DOWNSIZING,2023-01-11 10:30:00,,"",PLINE200,1.5,ameghn57,"",300MM_DICER,36671/01224
2023-01-11 09:00:00,,DSA,2023-01-11 11:00:00,,"",PLINE300,2,verstr99,"",H6300,31199/00650
2023-01-11 09:00:00,,manual measurement,2023-01-11 12:00:00,,"",PLINE300,3,moussa,"",NX3DM,31199/01918
2023-01-11 09:00:00,,PLINE USE,2023-01-11 10:00:00,,"",PLINE300,1,verhoevj,"",SP3,36003/36503
2023-01-11 09:00:00,,PtCr alloys annealed,2023-01-11 17:00:00,,"",PLINE200,8,jansse23,"",EV11,31499/00432
2023-01-11 09:00:00,,SAELE,2023-01-11 10:00:00,,"",PLINE300,1,blanco74,"",HITACHI5000,31199/01889
2023-01-11 09:00:00,,TK10 processing,2023-01-11 18:30:00,,"",PLINE300,9.5,decost63,CPC11;LP4;MPC5;LP3,DNS_5,98601/01062
2023-01-11 09:00:00,,To carry out SPC on MH300,2023-01-11 11:30:00,,"",PLINE300,2.5,dara85,"",MH300,36003/01221
2023-01-11 09:00:00,,tst,2023-01-12 04:00:00,,"",PLINE300,19,truffert,"",YS375,31199/01570
2023-01-11 09:00:00,0,cure wpr,2023-01-11 14:22:49,5.361944444444444,jslabbe,PLINE200,5,jslabbe,"",BLUE_M_BCB,32299/00013
2023-01-11 09:00:00,1,AE212330/1,2023-01-12 09:24:53,24.11722222222222,devul,PLINE300,14,devul,LP1;LP2;CH2_MC;CH3;CHE,ENDURA_5,31499/02251
2023-01-11 09:26:44,3,test,2023-01-11 10:00:00,0.27055555555555555,cloost23,PLINE300,0.5,cloost23,"",SC3400,31199/30079
2023-01-11 09:30:00,,200 mm tapeframe,2023-01-11 11:00:00,,"",PLINE200,1.5,coulso66,"",LASERDEBOND,44286/44542
2023-01-11 09:30:00,,APC;Run Queeu Jeff recipe,2023-01-11 15:30:00,,"",PLINE300,6,schelc12;schoof76,SN,EP5,31199/01057
2023-01-11 09:30:00,,ATR-FTIR with liquid cell,2023-01-11 10:00:00,,"",PLINE300,0.5,wu78,"",FTIR_2,32005/00330
2023-01-11 09:30:00,,coupon etching,2023-01-11 11:00:00,,"",PLINE300,1.5,paolil45,LP1;PM6,TEL_TACTRAS3,31199/01988
2023-01-11 09:30:00,,imec clean 2wfrs,2023-01-11 10:00:00,,"",PLINE300,0.5,peissk91,LP4;MPC2,DNS_6,31499/00379
2023-01-11 09:30:00,,test,2023-01-11 10:00:00,,"",PLINE300,0.5,cloost23,"",TR3400,31199/30079
2023-01-11 09:45:54,2,sem,2023-01-11 12:01:06,2.2533333333333334,beirnaer,PLINE300,2,beirnaer,"",SEMVISION,32299/00013
2023-01-11 09:50:52,1,iLIME 20221215-131818-fujimo16,2023-01-11 12:00:00,1.8055555555555556,tielens,PLINE300,2,tielens,"",JVX7300M,32499/38006
2023-01-11 10:00:00,,FIB,2023-01-11 13:00:00,,"",PLINE300,3,impagn97,"",HELIOS450,42199/00160
2023-01-11 10:00:00,,INPRIA,2023-01-11 15:00:00,,"",PLINE300,5,choudr12;giorda12;wouter51,"",TR3300,31199/31247
2023-01-11 10:00:00,,JSR Private,2023-01-11 11:00:00,,"",PLINE200,1,krishn87,"",TELACT8_750,31199/01513
2023-01-11 10:00:00,,KLA ZETA SAT measurements,2023-01-11 18:00:00,,"",PLINE300,8,tuncaa41,"",ZETA,36003/02120
2023-01-11 10:00:00,,making samples,2023-01-11 11:00:00,,"",PLINE300,1,genjim61,"",SC3400,31199/02273
2023-01-11 10:00:00,,making samples,2023-01-11 11:00:00,,"",PLINE300,1,genjim61,"",TR3400,31199/02273
2023-01-11 10:00:00,,Monitor,2023-01-11 10:30:00,,"",PLINE300,0.5,schoof76,PM,EP5,31199/00653
2023-01-11 10:00:00,,recipe creation,2023-01-11 11:00:00,,"",PLINE300,1,moet12,"",KLA2925,32299/00352
2023-01-11 10:00:00,,tem;tem analyses,2023-01-11 22:00:00,,"",PLINE300,12,faviap;agati92,"",TITAN,42199/00160
2023-01-11 10:00:00,,test TEOS after repair,2023-01-11 15:00:00,,"",PLINE300,5,belov93,LP1;PM1,VERSALIS,32099/01506
2023-01-11 10:00:00,,Use,2023-01-11 13:00:00,,"",PLINE300,3,gronhe29,"",HITACHI5000,31199/01920
2023-01-11 10:00:00,,ws2,2023-01-11 16:00:00,,"",PLINE300,6,koylan92,"",TECNAIF30,42199/00160
2023-01-11 10:00:00,0,Coupin work,2023-01-11 11:36:52,1.5883333333333334,canvel12,PLINE300,1,canvel12,LP1;PM5,LAM_E6,98500/01936
2023-01-11 10:00:00,1,Manual MOKE 20p50,2023-01-11 17:15:55,6.733333333333333,chatte17,PLINE300,7,talmel16,"",POLARKERR_2,38199/01593
2023-01-11 10:00:00,1,si,2023-01-11 11:28:15,1.3038888888888889,stokhof,PLINE300,1,netsou48,"",SCD100,30990/32063
2023-01-11 10:02:18,,"",2023-01-11 13:57:18,3.9166666666666665,zeleni15,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-11 10:18:32,,"",2023-01-11 11:14:40,0.9355555555555556,wellens,PLINE300,,"","",ENDURA_3,37037/01743
2023-01-11 10:30:00,,bscord2prd,2023-01-11 11:30:00,,"",PLINE300,1,dubey63,ATM;SM1;SM2;SM3,SEZ304_2,30990/02250
2023-01-11 10:30:00,,Mazo Binaries w/ O3,2023-01-11 12:00:00,,"",PLINE300,1.5,pavel13,"",2830ZT,31499/01284
2023-01-11 10:30:00,0,DEVINP,2023-01-11 12:30:00,0.7194444444444444,janard53,PLINE300,2,janard53,LP1;LP2;PM4;LP3;PM2;PM3;PM1,CIRCL,32102/01048
2023-01-11 10:30:00,0,DFR,2023-01-11 12:37:44,1.706388888888889,cooman32,PLINE200,1.5,eswara57,"",AP300,37037/01949
2023-01-11 10:30:00,0,WS2 MOCVD R&D,2023-01-12 16:18:27,29.65138888888889,groven85,PLINE300,20.5,groven85,"",EPSILON3200,31499/00880
2023-01-11 10:34:10,,"",2023-01-11 12:59:36,2.423888888888889,sainch77,PLINE300,,"","",SU8000,39320/36502
2023-01-11 10:55:26,0,DFR,2023-01-11 13:14:19,2.314722222222222,cooman32,PLINE200,1.5,eswara57,"",ACT12_MTM,37037/01949
2023-01-11 11:00:00,,adi,2023-01-11 14:00:00,,"",PLINE300,3,huang72,"",H6300,31199/01617
2023-01-11 11:00:00,,APC,2023-01-11 13:00:00,,"",PLINE300,2,das89,"",H6300_2,31199/02287
2023-01-11 11:00:00,,Coupon,2023-01-11 13:00:00,,"",PLINE300,2,arvind29,"",FTIR_2,31199/02271
2023-01-11 11:00:00,,DSA,2023-01-11 12:00:00,,"",PLINE300,1,verstr99,"",KLA2925,31199/00650
2023-01-11 11:00:00,,i,2023-01-11 12:30:00,,"",PLINE300,1.5,redants,"",NOVA200_2,98300/01618
2023-01-11 11:00:00,,INPRIA,2023-01-11 12:00:00,,"",PLINE300,1,castel93,"",SC3400,31199/01706
2023-01-11 11:00:00,,INPRIA,2023-01-11 12:00:00,,"",PLINE300,1,castel93,"",TR3400,31199/01706
2023-01-11 11:00:00,0,IGZO project devolpment,2023-01-11 12:30:00,0.6083333333333333,li17,PLINE300,1.5,li17,LP4;PM5,LAM_E6,38199/01284
2023-01-11 11:00:00,0,MX2,2023-01-11 15:00:00,3.575833333333333,ghosh40,PLINE200,4,ghosh40,"",TEMP_BONDER,98500/01852
2023-01-11 11:39:45,,"",2023-01-11 13:43:50,2.0680555555555555,seidelf,PLINE300,,"","",METRIOS,39320/36502
2023-01-11 12:00:00,,DEVINP,2023-01-11 14:30:00,,"",PLINE300,2.5,nong52,"",NX3DM,36003/01224
2023-01-11 12:00:00,,i;INPRIA,2023-01-11 19:00:00,,"",PLINE300,7,doise23;choudr12,"",H5000_2,31199/31247
2023-01-11 12:00:00,,Mazo Binaries w/ O3,2023-01-11 13:00:00,,"",PLINE300,1,pavel13,"",F5_SCD,31499/01284
2023-01-11 12:00:00,,Measurement,2023-01-11 13:30:00,,"",PLINE300,1.5,nafus,"",H6300,31199/02273
2023-01-11 12:00:00,,recipe creation,2023-01-11 13:00:00,,"",PLINE300,1,moet12,"",KLA2925,32299/00352
2023-01-11 12:00:00,,SALELE,2023-01-11 14:00:00,,"",PLINE300,2,blanco74,"",H6300,31199/01889
2023-01-11 12:00:00,,scrjdp,2023-01-12 04:00:00,,"",PLINE300,16,vanderey,"",ARCHER700,31199/31191
2023-01-11 12:00:00,0,si,2023-01-11 13:30:00,0.5925,dubey63,PLINE300,1.5,khazak83,"",JVX7300M,30990/01658
2023-01-11 12:11:04,,"",2023-01-11 13:49:27,1.6397222222222223,rutkow29,PLINE300,,"","",VERIOS,39320/36502
2023-01-11 12:30:00,,Logic/SRAM WP5 APC,2023-01-11 15:00:00,,"",PLINE300,2.5,schoof76,PM,EP5,31199/01057
2023-01-11 12:30:00,,sem nil,2023-01-11 15:30:00,,"",PLINE300,3,willegem,"",NOVA200_2,97401/01743
2023-01-11 12:42:52,0,Direct bonding in Lvl5 6' chuck,2023-01-11 17:30:00,3.082222222222222,segers56,PLINE200,4,segers56,"",BONDER_200,97401/02110
2023-01-11 12:57:20,3,sem,2023-01-11 19:04:54,6.126111111111111,dvriendt,PLINE300,2.5,dvriendt,"",SEMVISION,32299/00013
2023-01-11 13:00:00,,Light Training;Light Traing,2023-01-11 15:00:00,,"",PLINE300,2,peters25,"",KLA2925,31199/02273
2023-01-11 13:00:00,,test,2023-01-11 15:00:00,,"",PLINE300,2,furuka28,"",H6300_2,31199/01514
2023-01-11 13:00:00,,x-section SEM,2023-01-11 15:00:00,,"",PLINE200,2,stokhof,"",NOVA200,30990/02249
2023-01-11 13:00:00,0,R,2023-01-11 16:01:13,2.9444444444444446,hillen84,PLINE300,3,hillen84,"",HITACHI5000,31199/01680
2023-01-11 13:00:00,0,test Y10 probes,2023-01-11 17:48:48,4.569166666666667,talmel16,PLINE300,2,talmel16,"",MH300,31499/02047
2023-01-11 13:00:00,0,Wafer thinning development,2023-01-11 17:00:00,2.2844444444444445,lai86,PLINE300,4,lai86,PM_R1;LP3,DVPRIME_1,32299/00588
2023-01-11 13:52:36,,"",2023-01-11 18:01:05,4.141388888888889,martin29,PLINE300,,"","",METRIOS,42199/00160
2023-01-11 14:00:00,,APC,2023-01-11 16:00:00,,"",PLINE300,2,das89,"",H6300,31199/02287
2023-01-11 14:00:00,,ATR,2023-01-11 16:00:00,,"",PLINE300,2,altins93,"",FTIR_2,41604/01961
2023-01-11 14:00:00,,MHM,2023-01-11 14:30:00,,"",PLINE300,0.5,kampit73,LP1;PM1,LAM_E5_2,31199/01680
2023-01-11 14:00:00,,recipe creation,2023-01-11 15:30:00,,"",PLINE200,1.5,moet12,"",CAMTEK,37004/01459
2023-01-11 14:00:00,,Sumitomo,2023-01-11 14:30:00,,"",PLINE300,0.5,oguma46,"",TR3400,31199/30092
2023-01-11 14:00:00,,zero mark test,2023-01-11 15:30:00,,"",PLINE300,1.5,dhave,"",SC1000,32099/01506
2023-01-11 14:00:00,,zero mark test,2023-01-11 15:30:00,,"",PLINE300,1.5,dhave,"",TR1000,32099/01506
2023-01-11 14:00:00,0,cross section,2023-01-11 20:59:23,2.706111111111111,carola29,PLINE300,6,carola29,"",HELIOS450,42199/00160
2023-01-11 14:00:00,0,Sumitomo,2023-01-11 14:30:00,0.2866666666666667,oguma46,PLINE300,0.5,oguma46,"",SC3400,31199/30092
2023-01-11 14:12:41,,"",2023-01-11 22:01:02,7.805833333333333,konecn85,PLINE300,,"","",HELIOS1200,98850/02081
2023-01-11 14:21:13,,"",2023-01-11 14:25:05,0.06444444444444444,michal78,PLINE300,,"","",VERIOS,39320/36502
2023-01-11 14:30:00,,making samples,2023-01-11 15:00:00,,"",PLINE300,0.5,genjim61,"",SC3400,98601/00962
2023-01-11 14:30:00,,making samples,2023-01-11 15:00:00,,"",PLINE300,0.5,genjim61,"",TR3400,98601/00962
2023-01-11 14:30:00,0,Standard 120 min UVO clean,2023-01-11 18:27:20,3.013611111111111,grosem77,PLINE200,2.5,lefevr14,"",UVO,37004/01459
2023-01-11 14:45:00,,"",2023-01-11 18:15:45,3.5125,michal78,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-11 15:00:00,,AT335454,2023-01-11 17:00:00,,"",PLINE300,2,mandal97,"",2830ZT,31499/01284
2023-01-11 15:00:00,,C1301 bonding,2023-01-11 18:00:00,,"",PLINE200,3,jedidi64,"",TEMP_BONDER,31012/01084
2023-01-11 15:00:00,,coat,2023-01-11 17:00:00,,"",PLINE300,2,kato15,"",TR3300,31199/30117
2023-01-11 15:00:00,,INPRIA,2023-01-11 19:00:00,,"",PLINE300,4,doise23,"",KLA2925,31199/31247
2023-01-11 15:00:00,,Inspection,2023-01-11 17:00:00,,"",PLINE300,2,dusar,"",SEMVISION,37037/02119
2023-01-11 15:00:00,,mea,2023-01-11 19:00:00,,"",PLINE300,4,xiang38,"",H6300_2,31199/02273
2023-01-11 15:00:00,,PLINE USE,2023-01-11 16:00:00,,"",PLINE300,1,verhoevj,"",SP3,36003/36503
2023-01-11 15:00:00,,TEL,2023-01-11 17:00:00,,"",PLINE300,2,xiang38,"",SC3400,31199/02273
2023-01-11 15:00:00,,TEL,2023-01-11 17:00:00,,"",PLINE300,2,xiang38,"",TR3400,31199/02273
2023-01-11 15:00:00,,with Jelle,2023-01-11 18:00:00,,"",PLINE300,3,beggia74,"",PROVISION2E,31199/00653
2023-01-11 15:00:00,1,Wafer processing,2023-01-11 18:53:41,3.8344444444444443,feurpr61,PLINE300,3.5,feurpr61,PM6;LP3,TEL_TACTRAS2,31199/02273
2023-01-11 15:30:00,,APC,2023-01-11 18:00:00,,"",PLINE300,2.5,hasan30,SN,EP5,31199/01876
2023-01-11 15:30:00,,Measurement,2023-01-11 17:00:00,,"",PLINE300,1.5,dhave,"",SC2000,32099/01506
2023-01-11 15:30:00,,sem nil,2023-01-11 17:00:00,,"",PLINE200,1.5,willegem,"",NOVA200,97401/01743
2023-01-11 15:30:00,,test,2023-01-11 16:00:00,,"",PLINE300,0.5,goossen,LP1;PM3,VERSALIS,31299/31900
2023-01-11 15:30:00,0,Dummy Oxide wafer etch,2023-01-11 16:36:15,0.39694444444444443,kundu94,PLINE300,1,kundu94,LP1;PM1,LAM_E6,31299/00881
2023-01-11 15:30:00,0,Gate etch,2023-01-11 18:30:00,1.7561111111111112,dupuy21,PLINE300,3,dupuy21,LP2;PM4,LAM_E5,31299/01904
2023-01-11 16:00:00,,i,2023-01-11 18:00:00,,"",PLINE300,2,raymae79,"",H6300,98601/01062
2023-01-11 16:00:00,,Use,2023-01-11 19:00:00,,"",PLINE300,3,gronhe29,"",HITACHI5000,31199/01920
2023-01-11 16:30:00,,Acetate films,2023-01-11 19:00:00,,"",PLINE300,2.5,zapiai81,"",FTIR_2,44999/01997
2023-01-11 16:30:00,,DEVINP,2023-01-11 22:00:00,,"",PLINE300,5.5,vbelle62,"",NX3DM,36003/01224
2023-01-11 16:54:20,0,APC,2023-01-11 18:00:00,1.013611111111111,bekaert,PLINE300,1,bekaert,"",SC3400,31199/00979
2023-01-11 17:00:00,,APC,2023-01-11 18:00:00,,"",PLINE300,1,bekaert,"",TR3400,31199/00979
2023-01-11 17:00:00,,coat,2023-01-11 17:30:00,,"",PLINE300,0.5,kato15,TOPL;BOTL,TRDUOS,31199/30117
2023-01-11 17:00:00,,JSR,2023-01-11 18:00:00,,"",PLINE300,1,thomas96,"",ALERIS,31199/01513
2023-01-11 17:00:00,,Pellicle,2023-01-12 00:00:00,,"",PLINE300,7,bekaert,"",YS250,31199/00979
2023-01-11 17:00:00,,Tb PtMn,2023-01-12 09:00:00,,"",PLINE200,16,chen66,"",EV11,31499/02180
2023-01-11 17:00:00,1,Wafer processing,2023-01-11 19:53:23,2.5155555555555558,feurpr61,PLINE300,2.5,feurpr61,LP1;LP2;PM6,TEL_TACTRAS3,31199/02273
2023-01-11 17:30:00,,FF,2023-01-11 18:30:00,,"",PLINE300,1,singh36,TOPL,TRDUOS,31199/31074
2023-01-11 17:30:00,,FF,2023-01-11 19:00:00,,"",PLINE300,1.5,singh36,BOTL,TRDUOS,31199/31074
2023-01-11 18:00:00,,exposure,2023-01-11 20:00:00,,"",PLINE300,2,kato15,"",SC3400,31199/30117
2023-01-11 18:00:00,,exposure,2023-01-11 20:00:00,,"",PLINE300,2,kato15,"",TR3400,31199/30117
2023-01-11 18:00:00,,fd,2023-01-11 20:00:00,,"",PLINE300,2,schoof76,SN,EP5,31199/01057
2023-01-11 18:00:00,,Use,2023-01-12 08:00:00,,"",PLINE300,14,zidan45,"",H6300,31199/01988
2023-01-11 18:22:03,,"",2023-01-11 20:51:27,2.49,gade18,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-11 18:30:00,,i,2023-01-11 20:00:00,,"",PLINE300,1.5,engelen,"",SEMVISION,43001/43193
2023-01-11 19:00:00,,coat,2023-01-11 20:00:00,,"",PLINE300,1,kato15,"",TR2000,31199/30117
2023-01-11 19:03:25,,"",2023-01-11 20:13:52,1.1741666666666666,michal78,PLINE300,,"","",VERIOS,39320/36502
2023-01-11 19:41:19,,"",2023-01-11 20:09:44,0.4736111111111111,billin72,PLINE300,,"","",SU8000,39320/36502
2023-01-11 20:11:27,,"",2023-01-11 21:07:43,0.9377777777777778,koryto87,PLINE300,,"","",EXSOLVE,42199/00160
2023-01-11 20:21:26,,"",2023-01-11 21:22:02,1.01,billin72,PLINE300,,"","",VERIOS,39320/36502
2023-01-11 20:30:33,,"",2023-01-11 21:15:50,0.7547222222222222,michal78,PLINE300,,"","",SEMVISION,39320/36502
2023-01-11 21:00:00,,eP5,2023-01-12 00:00:00,,"",PLINE300,3,delorm67,PM,EP5,31199/01754
2023-01-11 21:16:05,,"",2023-01-11 22:06:24,0.8386111111111111,michal78,PLINE300,,"","",SEMVISION,39320/36502
2023-01-11 22:30:00,,'-;TEM spec prep,2023-01-12 07:00:00,,"",PLINE300,8.5,pauluss;nalinm87,"",HELIOS_G5,42199/00160
2023-01-11 22:57:39,,"",2023-01-11 23:23:29,0.4305555555555556,langenus,PLINE200,,"","",TEMP_BONDER,98500/01852
2023-01-11 23:00:00,,HOWS Wafer Stage Sensor clean,2023-01-12 00:00:00,,"",PLINE300,1,stopa,"",SC3400,31199/31811
2023-01-11 23:00:00,,HOWS Wafer Stage Sensor clean,2023-01-12 00:00:00,,"",PLINE300,1,stopa,"",TR3400,31199/31811
2023-01-11 23:23:34,,"",2023-01-12 01:05:09,1.6930555555555555,langenus,PLINE200,,"","",TEMP_BONDER,98500/01852
2023-01-12 00:00:00,,test,2023-01-12 01:00:00,,"",PLINE300,1,vleerb85,"",TR3300,31199/30079
2023-01-12 00:35:00,,"",2023-01-12 05:46:11,5.186388888888889,dutrow20,PLINE300,,"","",HELIOS1200_2,39320/36502
2023-01-12 01:00:00,,hold,2023-01-12 05:00:00,,"",PLINE300,4,alaertsw,"",HITACHI5000,31199/00653
2023-01-12 04:00:00,,Use,2023-01-13 00:00:00,,"",PLINE300,20,gronhe29,"",ARCHER700,31199/01920
2023-01-12 05:59:12,6,i,2023-01-12 08:00:00,0.8525,redants,PLINE300,2,redants,"",SEMVISION,43001/43193
2023-01-12 06:00:00,,Andrea,2023-01-12 10:00:00,,"",PLINE300,4,mander15,"",HELIOS460,39320/36502
2023-01-12 06:00:00,,test,2023-01-12 08:00:00,,"",PLINE300,2,vleerb85,PM,EDR7100,31199/30079
2023-01-12 06:00:00,1,lots on expinp,2023-01-12 14:00:00,5.972222222222222,raymaek,PLINE300,8,raymaek,LP1;H1;PM2;PM3;PM1,REFLEXION_2,31399/00039
2023-01-12 06:00:00,1,MX2,2023-01-12 21:30:00,3.1344444444444446,deloore,PLINE200,15.5,ghosh40,"",TEMP_BONDER,98500/01852
