Begin,Description,End,FACILITY,Module,RES_TK,Tool,User_id,WBS
2022-10-31 19:00:00,'-,2022-11-01 00:00:00,PLINE300,"",4167263,HELIOS_G5,pauluss,42199/00160
2022-10-31 20:00:00,'-,2022-11-01 00:00:00,PLINE300,"",4167264,TITAN,pauluss,42199/00160
2022-11-01 00:00:00,'-,2022-11-01 02:00:00,PLINE300,"",4167265,TITAN,pauluss,42199/00160
2022-11-09 10:00:00, p-line process - extra time,2022-11-09 11:00:00,PLINE300,"",4169306,JVX7300M,tielens,36003/01225
2022-11-09 12:00:00, p-line process - extra time,2022-11-09 15:00:00,PLINE300,"",4169307,JVX7300M,tielens,36003/01225
2022-11-10 10:00:00, p-line process - extra time,2022-11-10 15:00:00,PLINE300,"",4169308,JVX7300M,tielens,36003/01225
2022-11-03 11:00:00,/,2022-11-03 12:00:00,PLINE300,"",4167484,H5000_2,vandeney,31199/00653
2022-11-04 06:00:00,/,2022-11-04 14:00:00,PLINE300,"",4167656,EBEAM300,vandeney,31199/00653
2022-11-04 11:00:00,/,2022-11-04 12:00:00,PLINE300,"",4167485,H5000_2,vandeney,31199/00653
2022-11-04 14:00:00,/,2022-11-04 18:00:00,PLINE300,"",4167699,EBEAM300,vandeney,31199/00653
2022-11-16 17:00:00,/,2022-11-16 18:00:00,PLINE300,"",4171211,HITACHI5000,vandeney,31199/01920
2022-11-03 18:00:00,200 kV,2022-11-03 22:30:00,PLINE300,"",4166672,TITAN,nalinm87,42199/00160
2022-11-04 18:00:00,200 kV,2022-11-04 22:00:00,PLINE300,"",4166673,TITAN,nalinm87,42199/00160
2022-11-17 14:00:00,200 kV,2022-11-17 17:00:00,PLINE300,"",4171492,TITAN,nalinm87,42199/00160
2022-11-07 11:00:00,200 mm Tapeframe,2022-11-07 12:00:00,PLINE200,"",4168335,LASERDEBOND,coulso66,44286/44542
2022-10-31 08:00:00,200kV,2022-10-31 16:00:00,PLINE300,"",4156158,TITAN,richardo,42199/00160
2022-11-15 10:30:00,200kV,2022-11-15 17:00:00,PLINE300,"",4170095,TITAN,richardo,42199/00160
2022-11-09 11:00:00,200mm Tapeframe,2022-11-09 12:00:00,PLINE200,"",4169533,LASERDEBOND,coulso66,44286/44542
2022-11-04 10:00:00,200mm TF ELD only,2022-11-04 11:00:00,PLINE200,"",4167938,LASERDEBOND,ghosh40,98500/01852
2022-11-14 09:30:00,3 wafers need measurement,2022-11-14 11:00:00,PLINE300,"",4169936,KLA2925,moet12,98601/31507
2022-11-08 13:00:00,300mm TF,2022-11-08 14:00:00,PLINE200,"",4169229,LASERDEBOND,ghosh40,98500/01852
2022-11-03 08:30:00,400C AHM on SiO2,2022-11-03 12:00:00,PLINE300,LP1,4167585,EXTREME_2,pasqua16,31499/01951
2022-11-03 08:30:00,400C AHM on SiO2,2022-11-03 12:00:00,PLINE300,PM1,4167586,EXTREME_2,pasqua16,31499/01951
2022-11-08 14:00:00,ADI,2022-11-08 16:00:00,PLINE300,"",4168984,HITACHI5000,huang72,31199/01617
2022-11-09 14:00:00,ADI,2022-11-09 14:30:00,PLINE300,"",4168693,H6300,huang72,31199/01617
2022-11-17 16:30:00,ADI,2022-11-17 17:00:00,PLINE300,"",4172033,HITACHI5000,huang72,31199/01617
2022-11-09 15:00:00,adsf,2022-11-09 17:30:00,PLINE300,SN,4168024,EP5,schoof76,31199/01057
2022-10-31 15:30:00,AE208489,2022-10-31 16:30:00,PLINE300,LP1,4167041,LAM_E6,haider15,31199/01918
2022-10-31 15:30:00,AE208489,2022-10-31 16:30:00,PLINE300,PM1,4167042,LAM_E6,haider15,31199/01918
2022-11-04 14:00:00,AE209599,2022-11-04 16:00:00,PLINE300,"",4166316,SC3400,hermansj,31199/31191
2022-11-10 14:00:00,AE209599,2022-11-10 16:00:00,PLINE300,"",4168454,SC3400,hermansj,31199/31191
2022-11-10 14:00:00,AE209599,2022-11-10 16:00:00,PLINE300,"",4168455,TR3400,hermansj,31199/31191
2022-11-17 09:00:00,AE216024,2022-11-17 12:00:00,PLINE300,LP3,4171670,CELLESTA,annama94,32005/01717
2022-11-17 09:00:00,AE216024,2022-11-17 12:00:00,PLINE300,LP4,4171671,CELLESTA,annama94,32005/01717
2022-11-17 09:00:00,AE216024,2022-11-17 12:00:00,PLINE300,SM2_4,4171672,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,LP3,4169334,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,LP4,4169335,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,SM2_4,4169336,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,SM2_6,4169337,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,SM2_7,4169338,CELLESTA,annama94,32005/01717
2022-11-09 10:00:00,AE216026,2022-11-09 16:00:00,PLINE300,SM2_9,4169339,CELLESTA,annama94,32005/01717
2022-11-10 14:30:00,AE217515,2022-11-10 18:00:00,PLINE300,"",4169016,2830ZT,devul,31499/02121
2022-11-16 13:00:00,AE225968,2022-11-16 17:00:00,PLINE300,LP4,4171478,CELLESTA,annama94,32005/01717
2022-11-16 13:00:00,AE225968,2022-11-16 17:00:00,PLINE300,SM2_7,4171479,CELLESTA,annama94,32005/01717
2022-11-16 13:00:00,AE225968,2022-11-16 17:00:00,PLINE300,SM2_9,4171480,CELLESTA,annama94,32005/01717
2022-11-03 08:30:00,AE228012,2022-11-03 10:00:00,PLINE300,"",4167649,SC3400,roy82,31199/00653
2022-11-03 08:30:00,AE228012,2022-11-03 10:00:00,PLINE300,"",4167650,TR3400,roy82,31199/00653
2022-11-14 16:30:00,AE229203,2022-11-14 17:30:00,PLINE300,"",4170658,2830ZT,devul,37037/02098
2022-11-15 12:30:00,AE229203,2022-11-15 13:00:00,PLINE300,"",4170906,2830ZT,devul,37037/02098
2022-11-16 13:30:00,AE229203,2022-11-16 15:00:00,PLINE300,"",4171264,2830ZT,devul,37037/02098
2022-11-04 15:00:00,aerg,2022-11-04 18:00:00,PLINE300,PM,4166666,EP5,schoof76,31199/01057
2022-11-16 22:00:00,AL129270,2022-11-16 23:00:00,PLINE300,LP1,4171388,CIRCL,pittev,32299/01899
2022-11-16 22:00:00,AL129270,2022-11-16 23:00:00,PLINE300,LP2,4171389,CIRCL,pittev,32299/01899
2022-11-16 22:00:00,AL129270,2022-11-16 23:00:00,PLINE300,LP3,4171390,CIRCL,pittev,32299/01899
2022-11-16 22:00:00,AL129270,2022-11-16 23:00:00,PLINE300,PM3,4171391,CIRCL,pittev,32299/01899
2022-10-31 10:00:00,AL208143/1,2022-10-31 11:30:00,PLINE200,"",4167175,SAM_AW300,chen70,32299/02107
2022-11-14 10:30:00,AL208143/1,2022-11-14 11:30:00,PLINE200,"",4170612,SAM_AW300,chen70,32299/02107
2022-11-17 08:30:00,AL210794 - d02,2022-11-17 12:00:00,PLINE300,"",4171474,PROVISION2E,beggia74,31199/00653
2022-11-17 13:30:00,AL210794/1 D02 manual meas.,2022-11-17 16:30:00,PLINE300,"",4171897,NX3DM,moussa,38199/01132
2022-11-07 15:30:00,AL210794/3,2022-11-07 17:30:00,PLINE200,"",4168810,SAM_AW300,chen70,38199/01132
2022-11-10 12:00:00,AL210794/3,2022-11-10 13:00:00,PLINE200,"",4170098,SAM_AW300,chen70,38199/01132
2022-11-07 07:00:00,AL224948,2022-11-07 08:30:00,PLINE300,"",4168549,HITACHI4000,moelants,98850/98097
2022-11-07 07:00:00,AL224948,2022-11-07 08:30:00,PLINE300,"",4168550,HITACHI5000,moelants,98850/98097
2022-11-08 07:00:00,AL224948,2022-11-08 08:30:00,PLINE300,"",4169001,HITACHI5000,moelants,98850/98097
2022-11-10 16:00:00,AL225326,2022-11-10 17:00:00,PLINE300,"",4170298,HITACHI4000,moelants,98850/02081
2022-11-10 17:00:00,AL225326,2022-11-10 18:30:00,PLINE300,"",4170290,HITACHI4000,moelants,98850/02081
2022-11-17 17:00:00,AL225326/4,2022-11-17 18:00:00,PLINE300,"",4171379,H5000_2,moelants,98850/02081
2022-11-17 17:00:00,AL225326/4,2022-11-17 19:00:00,PLINE300,"",4171378,HITACHI4000,moelants,98850/02081
2022-11-15 17:00:00,AL225326/5,2022-11-15 19:00:00,PLINE300,"",4170576,HITACHI4000,moelants,98850/02081
2022-11-15 17:00:00,AL225326/5,2022-11-15 19:30:00,PLINE300,"",4170575,SC1000,moelants,98850/02081
2022-11-15 17:30:00,AL225326/5,2022-11-15 18:30:00,PLINE300,"",4170591,HITACHI5000,moelants,98850/02081
2022-11-02 13:00:00,Al2O3 deposition on WS2,2022-11-02 19:00:00,PLINE300,LP1,4167224,POLYGON8300,lin98,31499/00881
2022-11-02 13:00:00,Al2O3 deposition on WS2,2022-11-02 19:00:00,PLINE300,LP2,4167225,POLYGON8300,lin98,31499/00881
2022-11-02 13:00:00,Al2O3 deposition on WS2,2022-11-02 19:00:00,PLINE300,PM4,4167226,POLYGON8300,lin98,31499/00881
2022-11-03 09:00:00,Al2O3 on WS2,2022-11-03 17:00:00,PLINE300,LP1,4167227,POLYGON8300,lin98,31499/00881
2022-11-03 09:00:00,Al2O3 on WS2,2022-11-03 17:00:00,PLINE300,LP2,4167228,POLYGON8300,lin98,31499/00881
2022-11-03 09:00:00,Al2O3 on WS2,2022-11-03 17:00:00,PLINE300,PM4,4167229,POLYGON8300,lin98,31499/00881
2022-11-03 09:00:00,ALD AlOx + ALD HfOx,2022-11-03 14:00:00,PLINE300,"",4167917,SAVANNAH,cochet,31199/01765
2022-11-07 09:00:00,ALD AlOx + HfOx,2022-11-07 17:00:00,PLINE300,"",4167962,SAVANNAH,cochet,31199/01765
2022-11-16 09:00:00,ALD new precursor,2022-11-17 00:00:00,PLINE300,LL1,4171276,POLYGON8300,peissk91,31499/00379
2022-11-16 09:00:00,ALD new precursor,2022-11-17 00:00:00,PLINE300,LP1,4171277,POLYGON8300,peissk91,31499/00379
2022-11-16 09:00:00,ALD new precursor,2022-11-17 00:00:00,PLINE300,PM1,4171278,POLYGON8300,peissk91,31499/00379
2022-11-17 00:00:00,ALD new precursor,2022-11-18 00:00:00,PLINE300,LL1,4171279,POLYGON8300,peissk91,31499/00379
2022-11-17 00:00:00,ALD new precursor,2022-11-18 00:00:00,PLINE300,LP1,4171280,POLYGON8300,peissk91,31499/00379
2022-11-17 00:00:00,ALD new precursor,2022-11-18 00:00:00,PLINE300,PM1,4171281,POLYGON8300,peissk91,31499/00379
2022-11-18 00:00:00,ALD new precursor,2022-11-18 18:30:00,PLINE300,LL1,4171282,POLYGON8300,peissk91,31499/00379
2022-11-18 00:00:00,ALD new precursor,2022-11-18 18:30:00,PLINE300,LP1,4171283,POLYGON8300,peissk91,31499/00379
2022-11-18 00:00:00,ALD new precursor,2022-11-18 18:30:00,PLINE300,PM1,4171284,POLYGON8300,peissk91,31499/00379
2022-11-16 09:00:00,aligned tbm bonding,2022-11-16 18:00:00,PLINE300,"",4170560,HYBRID_BONDER,kennes63,31012/01084
2022-11-16 06:30:00,alignment training on samples.,2022-11-16 08:30:00,PLINE300,"",4171124,EBEAM300,sterckxg,31199/31811
2022-10-31 17:00:00,AP3,2022-10-31 17:30:00,PLINE300,"",4166925,SC3400,naqvi66,31199/01988
2022-10-31 17:00:00,AP3,2022-10-31 17:30:00,PLINE300,"",4166926,TR3400,naqvi66,31199/01988
2022-11-03 17:00:00,AP3,2022-11-03 18:00:00,PLINE300,"",4166499,SC3400,drent34,31199/01988
2022-11-03 17:00:00,AP3,2022-11-03 18:00:00,PLINE300,"",4166500,TR3400,drent34,31199/01988
2022-11-03 21:30:00,AP3,2022-11-03 22:00:00,PLINE300,"",4166775,SC3400,drent34,31199/01988
2022-11-03 21:30:00,AP3,2022-11-03 22:00:00,PLINE300,"",4166776,TR3400,drent34,31199/01988
2022-11-02 17:00:00,AP3- SC only,2022-11-02 18:00:00,PLINE300,"",4167522,SC3400,heo87,31199/01851
2022-10-31 20:00:00,AP3 work,2022-11-01 00:00:00,PLINE300,"",4167097,H6300,fukumu91,31199/02008
2022-11-01 00:00:00,AP3 work,2022-11-01 11:00:00,PLINE300,"",4167315,H6300,fukumu91,31199/02008
2022-11-02 16:00:00,AP3 work,2022-11-03 00:00:00,PLINE300,"",4167453,H6300,fukumu91,31199/02008
2022-11-03 00:00:00,AP3 work,2022-11-03 08:00:00,PLINE300,"",4167703,H6300,fukumu91,31199/02008
2022-11-06 16:30:00,AP3 work,2022-11-07 00:00:00,PLINE300,"",4167710,H6300,fukumu91,31199/02008
2022-11-07 00:00:00,AP3 work,2022-11-07 01:00:00,PLINE300,"",4168587,H6300,fukumu91,31199/02008
2022-11-07 23:00:00,AP3 work,2022-11-08 00:00:00,PLINE300,"",4168602,H6300,fukumu91,31199/02008
2022-11-08 00:00:00,AP3 work,2022-11-08 03:00:00,PLINE300,"",4168985,H6300,fukumu91,31199/02008
2022-11-08 03:00:00,AP3 work,2022-11-08 07:00:00,PLINE300,"",4169140,H6300,fukumu91,31199/02008
2022-10-31 07:30:00,APC,2022-10-31 08:00:00,PLINE300,"",4166905,SC3400,das10,31199/00651
2022-10-31 07:30:00,APC,2022-10-31 08:00:00,PLINE300,"",4166906,TR3400,das10,31199/00651
2022-10-31 10:00:00,APC,2022-10-31 12:00:00,PLINE300,PM,4167134,EP5,hasan30,31199/01391
2022-11-02 15:00:00,APC,2022-11-02 16:00:00,PLINE300,"",4166453,SC3400,vanderey,31199/31191
2022-11-02 15:00:00,APC,2022-11-02 16:00:00,PLINE300,"",4166454,TR3400,vanderey,31199/31191
2022-11-02 17:00:00,APC,2022-11-02 18:00:00,PLINE300,"",4155740,TR3400,gupta76,31199/01876
2022-11-02 20:30:00,APC,2022-11-02 22:30:00,PLINE300,SN,4167506,EP5,hasan30,31199/01391
2022-11-03 21:00:00,APC,2022-11-03 23:00:00,PLINE300,PM,4167139,EP5,hasan30,31199/01391
2022-11-04 09:30:00,APC,2022-11-04 10:00:00,PLINE300,"",4167563,SC3400,vlookl,31199/01878
2022-11-04 09:30:00,APC,2022-11-04 10:00:00,PLINE300,"",4167564,TR3400,vlookl,31199/01878
2022-11-04 17:00:00,APC,2022-11-04 18:00:00,PLINE300,"",4166897,SC3400,vlookl,31199/01878
2022-11-04 17:00:00,APC,2022-11-04 18:00:00,PLINE300,"",4166898,TR3400,vlookl,31199/01878
2022-11-06 17:30:00,APC,2022-11-06 21:00:00,PLINE300,"",4168701,H6300_2,rincon,31199/01756
2022-11-06 21:00:00,APC,2022-11-07 00:00:00,PLINE300,"",4168525,H6300_2,rincon,31199/01756
2022-11-07 00:00:00,APC,2022-11-07 07:00:00,PLINE300,"",4168528,H6300_2,rincon,31199/01756
2022-11-07 09:00:00,APC,2022-11-07 11:00:00,PLINE300,SN,4167965,EP5,schelc12,31199/01057
2022-11-07 12:00:00,APC,2022-11-07 13:00:00,PLINE300,SN,4168890,EP5,schelc12,31199/01057
2022-11-07 13:30:00,APC,2022-11-07 15:00:00,PLINE300,PM,4168268,EP5,hasan30,31199/01391
2022-11-07 15:00:00,APC,2022-11-07 16:30:00,PLINE300,SN,4168881,EP5,hasan30,31199/01876
2022-11-07 20:00:00,APC,2022-11-08 00:00:00,PLINE300,PM,4169009,EP5,hasan30,31199/01391
2022-11-08 00:00:00,APC,2022-11-08 04:00:00,PLINE300,PM,4169010,EP5,hasan30,31199/01391
2022-11-08 09:30:00,APC,2022-11-08 11:30:00,PLINE300,SN,4169105,EP5,schelc12,31199/01057
2022-11-08 11:30:00,APC,2022-11-08 14:00:00,PLINE300,SN,4167969,EP5,schelc12,31199/01057
2022-11-08 13:30:00,APC,2022-11-08 14:00:00,PLINE300,"",4168543,SC3400,vlookl,31199/01877
2022-11-08 13:30:00,APC,2022-11-08 14:00:00,PLINE300,"",4168544,TR3400,vlookl,31199/01877
2022-11-08 14:00:00,APC,2022-11-08 15:30:00,PLINE300,SN,4169209,EP5,hasan30,31199/00653
2022-11-08 15:00:00,APC,2022-11-08 18:00:00,PLINE300,PM,4167507,EP5,schelc12,31199/01057
2022-11-08 18:00:00,APC,2022-11-08 21:30:00,PLINE300,SN,4167966,EP5,schelc12,31199/01057
2022-11-08 21:00:00,APC,2022-11-09 00:00:00,PLINE300,PM,4169426,EP5,hasan30,31199/01391
2022-11-09 00:00:00,APC,2022-11-09 04:00:00,PLINE300,PM,4169427,EP5,hasan30,31199/01391
2022-11-09 08:30:00,APC,2022-11-09 09:30:00,PLINE300,SN,4169512,EP5,schelc12,31199/01057
2022-11-09 13:00:00,APC,2022-11-09 15:00:00,PLINE300,PM,4167508,EP5,schelc12,31199/01057
2022-11-09 13:00:00,APC,2022-11-09 15:00:00,PLINE300,SN,4169629,EP5,schelc12,31199/01057
2022-11-10 15:00:00,APC,2022-11-10 17:00:00,PLINE300,"",4169293,H6300_2,bekaert,31199/01565
2022-11-14 17:00:00,APC,2022-11-14 18:00:00,PLINE300,"",4170081,SC3400,vlookl,31199/01878
2022-11-14 17:00:00,APC,2022-11-14 18:00:00,PLINE300,"",4170082,TR3400,vlookl,31199/01878
2022-11-04 13:00:00,APC-Andreas,2022-11-04 15:00:00,PLINE300,PM,4168266,EP5,hasan30,31199/00653
2022-11-04 12:00:00,APC-EPE,2022-11-04 14:00:00,PLINE300,SN,4167140,EP5,hasan30,31199/00653
2022-11-03 14:00:00,APM etch,2022-11-03 16:00:00,PLINE300,LP2,4167993,DNS_4,homkar65,30990/32063
2022-11-03 14:00:00,APM etch,2022-11-03 16:00:00,PLINE300,SM2,4167994,DNS_4,homkar65,30990/32063
2022-11-09 15:00:00,APM Etching (252),2022-11-09 16:00:00,PLINE300,LP1,4169519,DNS_4,rastog28,30990/32063
2022-11-09 15:00:00,APM Etching (252),2022-11-09 16:00:00,PLINE300,SM2,4169520,DNS_4,rastog28,30990/32063
2022-11-09 09:30:00,"Ar test, TMA soak test and TiN d",2022-11-09 16:00:00,PLINE300,LP2,4169103,XP4_2,liang13,30990/32063
2022-11-09 09:30:00,"Ar test, TMA soak test and TiN d",2022-11-09 16:00:00,PLINE300,PM2,4169104,XP4_2,liang13,30990/32063
2022-11-16 16:00:00,Arame ADI,2022-11-16 18:00:00,PLINE300,"",4170653,H6300,demand38,31199/02273
2022-11-02 13:00:00,arg,2022-11-02 15:00:00,PLINE300,PM,4167510,EP5,schoof76,31199/01995
2022-11-08 15:30:00,argafd,2022-11-08 16:30:00,PLINE300,SN,4169082,EP5,schoof76,31199/00653
2022-11-08 19:00:00,arnaud ADI,2022-11-09 00:00:00,PLINE300,"",4168815,H6300,demand38,98600/00962
2022-11-09 00:00:00,arnaud ADI,2022-11-09 07:00:00,PLINE300,"",4168816,H6300,demand38,98600/00962
2022-11-08 09:00:00,asdfasdfasdfasdfsadfsadfasdfasdf,2022-11-08 11:00:00,PLINE300,PM,4167367,EP5,baskar86,31199/01565
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,LP1,4169268,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,LP2,4169269,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,LP3,4169270,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,PM1,4169271,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,PM2,4169272,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,PM3,4169273,INTREPID_2,maroza68,30990/01658
2022-11-17 08:30:00,ASM Internal,2022-11-17 17:30:00,PLINE300,PM4,4169274,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,LP1,4169294,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,LP2,4169295,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,LP3,4169296,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,PM1,4169297,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,PM2,4169298,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,PM3,4169299,INTREPID_2,maroza68,30990/01658
2022-11-18 08:30:00,ASM Internal,2022-11-18 17:30:00,PLINE300,PM4,4169300,INTREPID_2,maroza68,30990/01658
2022-11-03 16:00:00,ASM JDP,2022-11-03 17:00:00,PLINE300,"",4166215,SC3400,gupta76,31199/01321
2022-11-03 16:00:00,ASM JDP,2022-11-03 17:00:00,PLINE300,"",4166216,TR3400,gupta76,31199/01321
2022-11-09 15:00:00,ASML,2022-11-09 16:00:00,PLINE300,"",4169584,SC1950,vanderey,31199/31811
2022-11-09 15:00:00,ASML,2022-11-09 16:00:00,PLINE300,BOTL,4169585,TR1950,vanderey,31199/31811
2022-11-09 15:00:00,ASML,2022-11-09 16:00:00,PLINE300,TOPL,4169586,TR1950,vanderey,31199/31811
2022-11-09 15:00:00,ASML,2022-11-09 16:30:00,PLINE300,"",4167494,SC2000,vanderey,31199/31811
2022-11-09 15:00:00,ASML,2022-11-09 16:30:00,PLINE300,"",4167495,TR2000,vanderey,31199/31811
2022-11-09 15:00:00,ASML,2022-11-09 16:30:00,PLINE300,ACAT,4167496,TR2000,vanderey,31199/31811
2022-11-14 14:00:00,ATR for GeTe,2022-11-14 15:30:00,PLINE300,"",4169311,FTIR_2,sinha70,31499/00379
2022-11-04 14:00:00,ATR for GST,2022-11-04 15:30:00,PLINE300,"",4167314,FTIR_2,sinha70,31499/00379
2022-11-03 10:00:00,atr-ftir,2022-11-03 13:00:00,PLINE300,"",4166757,FTIR_2,vos,44999/01997
2022-11-09 12:30:00,atr-ftir,2022-11-09 14:00:00,PLINE300,"",4168947,FTIR_2,hanifa45,44999/01882
2022-11-08 14:00:00,Attolab sample inspection,2022-11-08 16:00:00,PLINE300,"",4167976,SU8000,wittin46,31199/02272
2022-11-14 06:30:00,AX220873_2 on hold,2022-11-14 14:00:00,PLINE300,H1,4170254,REFLEXION,raymaek,31399/00039
2022-11-14 06:30:00,AX220873_2 on hold,2022-11-14 14:00:00,PLINE300,LP1,4170255,REFLEXION,raymaek,31399/00039
2022-11-14 06:30:00,AX220873_2 on hold,2022-11-14 14:00:00,PLINE300,LP2,4170256,REFLEXION,raymaek,31399/00039
2022-11-14 06:30:00,AX220873_2 on hold,2022-11-14 14:00:00,PLINE300,PM1,4170257,REFLEXION,raymaek,31399/00039
2022-11-14 06:30:00,AX220873_2 on hold,2022-11-14 14:00:00,PLINE300,PM3,4170258,REFLEXION,raymaek,31399/00039
2022-11-02 19:00:00,AZ12xt,2022-11-02 21:00:00,PLINE200,"",4167333,ASM200,eswara57,98300/01158
2022-11-03 15:00:00,AZ12xt,2022-11-03 16:30:00,PLINE200,"",4167856,ASM200,eswara57,98300/01158
2022-11-09 10:00:00,backside etch TMAH,2022-11-09 12:00:00,PLINE300,LP1,4169251,DNS_4,stokhof,30990/02249
2022-11-09 10:00:00,backside etch TMAH,2022-11-09 12:00:00,PLINE300,SM2,4169252,DNS_4,stokhof,30990/02249
2022-11-10 09:00:00,bake lam wafers,2022-11-10 11:30:00,PLINE300,LP1,4169185,LAM_E5_2,zaid49,31199/01918
2022-11-10 09:00:00,bake lam wafers,2022-11-10 11:30:00,PLINE300,PM2,4169186,LAM_E5_2,zaid49,31199/01918
2022-11-07 13:00:00,BB305 bond quality,2022-11-07 16:00:00,PLINE200,"",4168310,TEMP_BONDER,ghosh40,98500/01852
2022-11-02 10:00:00,BB305 coat bond,2022-11-02 14:00:00,PLINE200,"",4167474,TEMP_BONDER,ghosh40,98500/01852
2022-11-07 13:30:00,BB305 strip,2022-11-07 15:00:00,PLINE200,"",4168311,DEBOND_CLEANER,ghosh40,98500/01852
2022-11-09 15:00:00,blanket ER,2022-11-09 16:00:00,PLINE300,LP2,4169808,TEL_TACTRAS3,demand38,31199/31021
2022-11-09 15:00:00,blanket ER,2022-11-09 16:00:00,PLINE300,PM1,4169809,TEL_TACTRAS3,demand38,31199/31021
2022-11-17 09:00:00,blanket ER,2022-11-17 12:00:00,PLINE300,LP2,4171676,LAM_E5,dupuy21,31299/01904
2022-11-17 09:00:00,blanket ER,2022-11-17 12:00:00,PLINE300,PM4,4171677,LAM_E5,dupuy21,31299/01904
2022-11-15 14:00:00,blanket measurement,2022-11-15 14:30:00,PLINE300,"",4170622,F5_SCD,kadir70,37013/01883
2022-11-10 12:00:00,blanket measurements,2022-11-10 13:00:00,PLINE300,"",4169957,SP5,knaepen,30990/02249
2022-11-15 14:30:00,Blanket profile check,2022-11-15 18:30:00,PLINE300,LP1,4170589,F_REX300X_2,nomura57,31399/01183
2022-11-15 14:30:00,Blanket profile check,2022-11-15 18:30:00,PLINE300,PM_C,4170590,F_REX300X_2,nomura57,31399/01183
2022-11-04 11:00:00,Blanket test,2022-11-04 12:00:00,PLINE300,LP1,4167951,LAM_E6,kadir70,37013/01883
2022-11-04 11:00:00,Blanket test,2022-11-04 12:00:00,PLINE300,PM1,4167952,LAM_E6,kadir70,37013/01883
2022-11-15 14:30:00,Blanket test,2022-11-15 15:30:00,PLINE300,LP1,4170624,LAM_E6,kadir70,37013/01883
2022-11-15 14:30:00,Blanket test,2022-11-15 15:30:00,PLINE300,PM1,4170625,LAM_E6,kadir70,37013/01883
2022-11-08 12:00:00,blanket thickness,2022-11-08 13:00:00,PLINE300,"",4168841,SCD100,marian80,30990/32063
2022-11-03 12:00:00,blanket wafers,2022-11-03 13:00:00,PLINE300,"",4167795,SP5,knaepen,30990/32063
2022-11-10 12:00:00,BMMO V4.2 exposure,2022-11-10 18:00:00,PLINE300,"",4169052,SC2000,schaap,31199/31811
2022-11-10 12:00:00,BMMO V4.2 exposure,2022-11-10 18:00:00,PLINE300,"",4169053,TR2000,schaap,31199/31811
2022-11-07 09:00:00,bnvvnc bc,2022-11-07 12:00:00,PLINE300,PM,4167169,EP5,schoof76,31199/00653
2022-11-17 12:30:00,Bonding glass/PI to glass/PAT,2022-11-17 17:00:00,PLINE200,"",4170175,BONDER_200,wysock13,97401/00942
2022-11-03 11:00:00,Bonding glass/TOK to glass/ PI,2022-11-03 17:00:00,PLINE200,"",4155415,BONDER_200,wysock13,97401/00942
2022-11-07 15:00:00,Bonding glass/TOK to glass/PI,2022-11-07 17:30:00,PLINE200,"",4167372,BONDER_200,wysock13,97401/00942
2022-11-02 14:00:00,Bonding of PAT on Glass on PI,2022-11-02 18:00:00,PLINE200,"",4155813,BONDER_200,segers56,97401/14983
2022-11-09 11:30:00,Bonding test,2022-11-09 12:30:00,PLINE200,"",4169362,SETNA,chance44,98500/01060
2022-11-04 10:00:00,Bongole RepTest+Test XRD 1,2022-11-04 11:00:00,PLINE300,"",4168084,JVX7300M,khazak83,30990/32063
2022-11-04 12:00:00,Bongole RepTest+Test XRD 2,2022-11-04 14:00:00,PLINE300,"",4168089,JVX7300M,khazak83,30990/32063
2022-11-15 09:00:00,Bottleswap 50ppm B2H6/H2,2022-11-15 15:00:00,PLINE300,LP2,4169613,INTREPID,roekens,39421/36503
